Title,Director,Genre,Cast
Pootie Tang,Louis C.K.,Comedy,Jennifer Coolidge J.B. Smoove Reg E. Cathey
The Princess Diaries,Garry Marshall,Comedy,Anne Hathaway Julie Andrews Patrick John Flueger
Rat Race,Jerry Zucker,Comedy,Rowan Atkinson Cuba Gooding Jr. Whoopi Goldberg
Recess: School's Out,Chuck Sheetz,Animation,Andrew Lawrence Rickey D'Shon Collins Pamela Adlon
Revolution OS,J. T. S. Moore,Documentary,Susan Egan Linus Torvalds Richard M. Stallman
Riding in Cars with Boys,Penny Marshall,Comedy,Drew Barrymore Steve Zahn Adam Garcia
Rock Star,Stephen Herek,Drama,Mark Wahlberg Jennifer Aniston Dominic West
The Royal Tenenbaums,Wes Anderson,Comedy,Gene Hackman Anjelica Huston Ben Stiller
Rush Hour 2,Brett Ratner,Comedy,Jackie Chan Chris Tucker John Lone
The Safety of Objects,Rose Troche,Drama,Glenn Close Dermot Mulroney Patricia Clarkson
Save the Last Dance,Thomas Carter,Romance,Julia Stiles Sean Patrick Thomas Kerry Washington
Saving Silverman,Dennis Dugan,Comedy,Steve Zahn Jack Black Jason Biggs
Say It Isn't So,James B. Rogers,Comedy,Chris Klein Heather Graham Orlando Jones
Scary Movie 2,Keenen Ivory Wayans,Parody,Anna Faris Regina Hall Shawn Wayans
The Score,Frank Oz,Crime drama,
"Scotland, Pennsylvania",Billy Morrissette,Comedy,James Le Gros Maura Tierney Christopher Walken
Scratch,Doug Pray,Documentary,
See Spot Run,John Whitesell,Comedy,David Arquette Leslie Bibb Michael Clarke Duncan
Serendipity,Peter Chelsom,Romance,John Cusack Kate Beckinsale Jeremy Piven
Session 9,Brad Anderson,Thriller,Peter Mullan David Caruso Stephen Gevedon
Shallow Hal,Peter and Bobby Farrelly,Comedy,Gwyneth Paltrow Jack Black Jason Alexander
She Creature,Sebastian Gutierrez,Fantasy,Rufus Sewell Carla Gugino Reno Wilson
The Shipping News,Lasse Hallström,Drama,Kevin Spacey Julianne Moore Cate Blanchett
Shrek,"Andrew Adamson, Vicky Jenson",Animation,Mike Myers Eddie Murphy Cameron Diaz
The Shrink Is In,Richard Benjamin,Comedy,Courteney Cox David Arquette David James Elliott
Sidewalks of New York,Edward Burns,Comedy,Edward Burns Heather Graham Rosario Dawson
Someone Like You,Tony Goldwyn,Comedy,Ashley Judd Greg Kinnear Hugh Jackman
Soul Survivors,Stephen Carpenter,Thriller,Melissa Sagemiller Wes Bentley Casey Affleck
Southern Comfort,Kate Davis,Documentary,Keith Carradine Powers Boothe Fred Ward
Southlander,"Steven Hanft, Ross Harris",Drama,Beck Laura Prepon Rory Cochrane
Spy Game,Tony Scott,Drama,Robert Redford Brad Pitt Catherine McCormack
Spy Kids,Robert Rodriguez,Family,Alexa PenaVega Daryl Sabara Antonio Banderas
Storytelling,Todd Solondz,Drama,Selma Blair Leo Fitzpatrick Robert Wisdom
Sugar & Spice,Francine McDougall,Comedy,Marley Shelton Marla Sokoloff Melissa George
Summer Catch,Michael Tollin,Comedy,Freddie Prinze Jr. Jessica Biel Fred Ward
Super Troopers,Jay Chandrasekhar,Comedy,Steve Lemme Kevin Heffernan Brian Cox
Sweet November,Pat O'Connor,Romance,Keanu Reeves Charlize Theron Jason Isaacs
Swordfish,Dominic Sena,Crime drama,John Travolta Hugh Jackman Don Cheadle
The Tailor of Panama,John Boorman,Drama,Pierce Brosnan Geoffrey Rush Jamie Lee Curtis
Tape,Richard Linklater,Drama,Cameron Diaz Jason Segel Rob Corddry
Thirteen Conversations About One Thing,Jill Sprecher,Drama,John Turturro Clea DuVall Matthew McConaughey
Thirteen Ghosts,Steve Beck,Horror,Julie Strain Jay Richardson Mia Zottoli
To End All Wars,David L. Cunningham,War,Ciarán McMenamin Robert Carlyle Kiefer Sutherland
Tomcats,Gregory Poirier,Comedy,Jerry O'Connell Shannon Elizabeth Jake Busey
Tortilla Soup,Maria Ripoll,Comedy,Jacqueline Obradors Tamara Mello Judy Herrera
Town & Country,Peter Chelsom,Comedy,Warren Beatty Diane Keaton Andie MacDowell
Training Day,Antoine Fuqua,Crime drama,Ethan Hawke Denzel Washington Scott Glenn
Two Can Play That Game,Mark Brown,Comedy,Vivica A. Fox Morris Chestnut Anthony Anderson
Uprising,Jon Avnet,War drama,John Boyega Scott Eastwood Cailee Spaeny
Valentine,Jamie Blanks,Horror,Estelle Linden Ahmad Affandy Matthew Settle
Vanilla Sky,Cameron Crowe,Thriller,Tom Cruise Penélope Cruz Cameron Diaz
Waking Life,Richard Linklater,Animation,Trevor Jack Brooks Lorelei Linklater Wiley Wiggins
The Wash,DJ Pooh,Comedy,Dr. Dre Snoop Dogg Angell Conwell
The Wedding Planner,Adam Shankman,Comedy,Jennifer Lopez Matthew McConaughey Justin Chambers
West 47th Street,"Bill Lichtenstein, June Peoples",Documentary,
Wet Hot American Summer,David Wain,Comedy,Janeane Garofalo David Hyde Pierce Michael Showalter
What's the Worst That Could Happen?,Sam Weisman,Comedy,Martin Lawrence Danny DeVito John Leguizamo
When Strangers Appear,Scott Reynolds,Drama,Radha Mitchell Josh Lucas Barry Watson
The Zeros,John Ryman,Science fiction,Mackenzie Astin John Ales Rachel Wilson
Zoolander,Ben Stiller,Comedy,Ben Stiller Owen Wilson Christine Taylor
13 Moons,Alexandre Rockwell,"Comedy, Drama",Jennifer Beals Elizabeth Bracco Steve Buscemi
25th Hour,Spike Lee,Drama,Edward Norton Philip Seymour Hoffman Barry Pepper
40 Days and 40 Nights,Michael Lehmann,Comedy,Josh Hartnett Shannyn Sossamon Paulo Costanzo
8 Mile,Curtis Hanson,"Drama, Musical",Eminem Mekhi Phifer Brittany Murphy
Abandon,Stephen Gaghan,"Drama, thriller",Katie Holmes Benjamin Bratt Charlie Hunnam
About a Boy,"Chris Weitz, Paul Weitz","Comedy, Drama",Hugh Grant Nicholas Hoult Toni Collette
About Schmidt,Alexander Payne,"Comedy, Drama",Jack Nicholson Kathy Bates Hope Davis
Adaptation.,Spike Jonze,"Comedy, Drama",Nicolas Cage Meryl Streep Chris Cooper
The Adventures of Pluto Nash,Ron Underwood,"Comedy, Science fiction",Eddie Murphy Randy Quaid Rosario Dawson
All About the Benjamins,Kevin Bray,"Action, Comedy",Ice Cube Mike Epps Tommy Flanagan
Analyze That,Harold Ramis,Comedy,Robert De Niro Billy Crystal Lisa Kudrow
Antwone Fisher,Denzel Washington,"Biography, Drama",Derek Luke Malcolm David Kelley Cory Hodges
Austin Powers in Goldmember,Jay Roach,Comedy,Mike Myers Beyoncé Seth Green
Auto Focus,Paul Schrader,"Biography, Drama",Greg Kinnear Willem Dafoe Rita Wilson
Avenging Angelo,Martyn Burke,"Comedy, Crime",Sylvester Stallone Madeleine Stowe Anthony Quinn
Back by Midnight,Harry Basil,Comedy,Rodney Dangerfield Randy Quaid Kirstie Alley
Bad Company,Joel Schumacher,"Action, Comedy",Anthony Hopkins Chris Rock Gabriel Macht
Ballistic: Ecks vs. Sever,Wych Kaosayananda,Action,Antonio Banderas Lucy Liu Gregg Henry
The Banger Sisters,Bob Dolman,Comedy,Goldie Hawn Susan Sarandon Geoffrey Rush
Barbershop,Tim Story,Comedy,Ice Cube Anthony Anderson Cedric the Entertainer
Below,David Twohy,"War, Horror",Mena Suvari Ema Horvath Trey Tucker
Better Luck Tomorrow,Justin Lin,Crime drama,Parry Shen Jason Tobin Sung Kang
Big Fat Liar,Shawn Levy,"Comedy, Family",Frankie Muniz Paul Giamatti Amanda Bynes
Big Trouble,Barry Sonnenfeld,"Comedy, Crime",Tim Allen Rene Russo Patrick Warburton
Biggie & Tupac,Nick Broomfield,Documentary,Tupac Shakur The Notorious B.I.G. Russell Poole
Birthday Girl,Jez Butterworth,Crime,Nicole Kidman Ben Chaplin Vincent Cassel
Blade II,Guillermo del Toro,"Action, horror",Wesley Snipes Kris Kristofferson Ron Perlman
Blood Work,Clint Eastwood,Crime drama,Clint Eastwood Jeff Daniels Anjelica Huston
Blue Crush,John Stockwell,Romance,Kate Bosworth Matthew Davis Michelle Rodriguez
Book of Love,Jeffrey W. Byrd,Romance,Bug Hall Eugene Levy Kevin M. Horton
The Bourne Identity,Doug Liman,"Action, Thriller",Matt Damon Franka Potente Chris Cooper
Bowling for Columbine,Michael Moore,Documentary,George H. W. Bush George W. Bush Charlton Heston
Brown Sugar,Rick Famuyiwa,Romance,Sanaa Lathan Taye Diggs Yasiin Bey
Bubba Ho-tep,Don Coscarelli,"Comedy, Horror",Bruce Campbell Ossie Davis Ella Joyce
The Burial Society,Nicholas Racz,Thriller,
Buying the Cow,Walt Becker,Comedy,Jerry O'Connell Bridgette Wilson Ryan Reynolds
Cabin Fever,Eli Roth,Horror,Rider Strong Cerina Vincent Giuseppe Andrews
Carrie,David Carson,Horror,Angela Bettis Patricia Clarkson Rena Sofer
Catch Me If You Can,Steven Spielberg,"Comedy, Drama",Leonardo DiCaprio Tom Hanks Christopher Walken
Chance,Amber Benson,Comedy,Bill Hader Anna Faris James Caan
Changing Lanes,Roger Michell,Thriller,Ben Affleck Samuel L. Jackson Toni Collette
Chat Room,Barry Bowles,Comedy,unknown
Chelsea Walls,Ethan Hawke,Drama,Bianca Hunter Kevin Corrigan Rosario Dawson
Chicago,Rob Marshall,Musical,Renée Zellweger Richard Gere Catherine Zeta-Jones
Ciao America,Frank Ciota,Comedy,Eddie Malavarca Maurizio Nichetti Violante Placido
City by the Sea,Michael Caton-Jones,Crime drama,Robert De Niro Frances McDormand James Franco
City of Ghosts,Matt Dillon,Drama,Matt Dillon James Caan Natascha McElhone
Civil Brand,Neema Barnette,Action,LisaRaye McCoy N'Bushe Wright Monica Calhoun
Clockstoppers,Jonathan Frakes,Science fiction,Jesse Bradford Paula Garcés French Stewart
The Cockettes,"Bill Weber, David Weissman",Documentary,Larry Brinkin Dusty Dawn Anton Dunnigan
Collateral Damage,Andrew Davis,Action,Arnold Schwarzenegger Francesca Neri Elias Koteas
The Crocodile Hunter: Collision Course,John Stainton,Adventure,Steve Irwin Terri Irwin Magda Szubanski
Comedian,Christian Charles,Documentary,Robert De Niro Leslie Mann Danny DeVito
Confessions of a Dangerous Mind,George Clooney,Biography,Sam Rockwell Drew Barrymore George Clooney
The Count of Monte Cristo,Kevin Reynolds,Adventure,Jim Caviezel Guy Pearce Richard Harris
The Country Bears,Peter Hastings,Family,Haley Joel Osment Diedrich Bader Candy Ford
Crazy as Hell,Eriq La Salle,Horror,Michael Beach Eriq La Salle Ronny Cox
Crossroads,Tamra Davis,"Comedy, Drama",Ralph Macchio Joe Seneca Jami Gertz
Cypher,Vincenzo Natali,Science-fiction,Jeremy Northam Lucy Liu Nigel Bennett
The Dancer Upstairs,John Malkovich,Crime drama,Javier Bardem Juan Diego Botto Laura Morante
The Dangerous Lives of Altar Boys,Peter Care,"Comedy, Drama",Kieran Culkin Emile Hirsch Jena Malone
Darkness,Jaume Balagueró,Horror,Chris Pine Zachary Quinto Zoe Saldana
Daughter from Da Nang,"Gail Dolgin, Vicente Franco",Documentary,
Death to Smoochy,Danny DeVito,Comedy,Robin Williams Catherine Keener Edward Norton
Demon Island,David and Scott Hillenbrand,Horror,Jaime Pressly Nicholas Brendon Eugene Byrd
Deuces Wild,Scott Kalvert,Action,Stephen Dorff Fairuza Balk Brad Renfro
Divine Secrets of the Ya-Ya Sisterhood,Callie Khouri,Comedy,Sandra Bullock Ellen Burstyn Fionnula Flanagan
Dragonfly,Tom Shadyac,Drama,Kevin Costner Joe Morton Ron Rifkin
Drumline,Charles Stone III,"Drama, Musical",Nick Cannon Zoe Saldana Orlando Jones
Easy Listening,Pamela Corkey,Comedy,
Eight Crazy Nights,Seth Kearsley,Animation,Adam Sandler Jackie Sandler Kevin Nealon
Eight Legged Freaks,Ellory Elkayem,"Comedy, Horror",David Arquette Kari Wuhrer Doug E. Doug
The Emperor's Club,Michael Hoffman,Drama,Kevin Kline Emile Hirsch Embeth Davidtz
Empire,Franc. Reyes,Crime drama,Liam Hemsworth Dwayne Johnson Emma Roberts
Enough,Michael Apted,Thriller,Jennifer Lopez Billy Campbell Juliette Lewis
Equilibrium,Kurt Wimmer,Science fiction,Christian Bale Taye Diggs Angus Macfadyen
Evelyn,Bruce Beresford,Drama,
Far from Heaven,Todd Haynes,Drama,Julianne Moore Dennis Quaid Dennis Haysbert
FeardotCom,William Malone,"Crime, Horror",Stephen Dorff Natascha McElhone Stephen Rea
The First $20 Million Is Always the Hardest,Mick Jackson,Comedy,Adam Garcia Rosario Dawson Jake Busey
Frida,Julie Taymor,"Biography, Drama",Omar Chaparro Martha Higareda Carla Adell
Friday After Next,Marcus Raboy,Comedy,Ice Cube Mike Epps John Witherspoon
The Four Feathers,Shekhar Kapur,"Drama, War",Heath Ledger Wes Bentley Kate Hudson
Full Frontal,Steven Soderbergh,Comedy,David Duchovny Nicky Katt Catherine Keener
Gangs of New York,Martin Scorsese,Crime drama,Leonardo DiCaprio Daniel Day-Lewis Cameron Diaz
Ghost Ship,Steve Beck,Horror,Gabriel Byrne Julianna Margulies Desmond Harrington
The Good Girl,Miguel Arteta,Romance,Jennifer Aniston Jake Gyllenhaal Zooey Deschanel
Groom Lake,William Shatner,Horror,William Shatner Dan Gauthier Amy Acker
The Guru,Daisy von Scherler Mayer,Musical comedy,Jimi Mistry Heather Graham Marisa Tomei
The Guys,Jim Simpson,Drama,Will Ferrell Mark Wahlberg Eva Mendes
Half Past Dead,Don Michael Paul,Action,Steven Seagal Morris Chestnut Ja Rule
Halloween: Resurrection,Rick Rosenthal,Horror,Jamie Lee Curtis Brad Loree Busta Rhymes
Harry Potter and the Chamber of Secrets,Chris Columbus,"Family, Fantasy",Daniel Radcliffe Rupert Grint Emma Watson
Hart's War,Gregory Hoblit,War,Bruce Willis Colin Farrell Terrence Howard
Hey Arnold!: The Movie,Tuck Tucker,Animation,Spencer Klein Francesca Smith Jamil Walker Smith
High Crimes,Carl Franklin,Thriller,Ashley Judd Morgan Freeman Jim Caviezel
Highway,James Cox,Drama,Bill Pullman Patricia Arquette Balthazar Getty
Hollywood Ending,Woody Allen,Comedy,George Hamilton Téa Leoni Debra Messing
Home Room,Paul F. Ryan,Drama,Erika Christensen Busy Philipps Victor Garber
The Hot Chick,Tom Brady,Comedy,Rob Schneider Rachel McAdams Anna Faris
The Hours,Stephen Daldry,Drama,Nicole Kidman Julianne Moore Meryl Streep
Hysterical Blindness,Mira Nair,Drama,Uma Thurman Gena Rowlands Juliette Lewis
I Spy,Betty Thomas,Action,Eddie Murphy Owen Wilson Famke Janssen
Ice Age,"Chris Wedge, Carlos Saldanha",Animation,Ray Romano John Leguizamo Denis Leary
Igby Goes Down,Burr Steers,"Comedy, Drama",Kieran Culkin Claire Danes Jeff Goldblum
Impostor,Gary Fleder,Science fiction,Gary Sinise Madeleine Stowe Mekhi Phifer
Interstate 60,Bob Gale,"Comedy, Drama",James Marsden Gary Oldman Amy Smart
Insomnia,Christopher Nolan,Thriller,Al Pacino Robin Williams Hilary Swank
Jackass: The Movie,Jeff Tremaine,Reality,Johnny Knoxville Bam Margera Steve-O
Jason X,James Isaac,Horror,Kane Hodder Lexa Doig Chuck Campbell
John Q,Nick Cassavetes,Crime drama,Denzel Washington James Woods Kimberly Elise
Jonah: A VeggieTales Movie,"Phil Vischer, Mike Nawrocki",Animation,Phil Vischer Mike Nawrocki Tim Hodge
Juwanna Mann,Jesse Vaughan,Comedy,"Miguel A. Núñez, Jr. Vivica A. Fox Kevin Pollak"
K-19: The Widowmaker,Kathryn Bigelow,Historical drama,Harrison Ford Liam Neeson Peter Sarsgaard
K-9: P.I.,Richard J. Lewis,Comedy,Jim Belushi Gary Basaraba Jody Racicot
The Kid Stays in the Picture,"Nanette Burstein, Brett Morgen",Documentary,Norma Shearer Ali MacGraw Catherine Deneuve
Killing Me Softly,Chen Kaige,"Drama, Mystery, Romance",Heather Graham Joseph Fiennes Natascha McElhone
Kiss the Bride,Vanessa Parise,Romance,Tori Spelling Philipp Karner James O'Shea
Kung Pow! Enter the Fist,Steve Oedekerk,Comedy,Chen Hui-Lou Tad Horino Jennifer Tung
The Laramie Project,Moisés Kaufman,Crime drama,Laura Linney Christina Ricci Steve Buscemi
Last Call,Henry Bromell,Drama,Jeremy Piven Taryn Manning Bruce Dern
Laurel Canyon,Lisa Cholodenko,Drama,Frances McDormand Christian Bale Kate Beckinsale
Life or Something Like It,Stephen Herek,Comedy,Angelina Jolie Edward Burns Tony Shalhoub
Like Mike,John Schultz,Comedy,Shad Moss Morris Chestnut Jonathan Lipnicki
Lilo & Stitch,"Chris Sanders, Dean DeBlois",Animation,Daveigh Chase Chris Sanders Tia Carrere
The Lord of the Rings: The Two Towers,Peter Jackson,"Adventure, Fantasy",Elijah Wood Ian McKellen Liv Tyler
Maid in Manhattan,Wayne Wang,Romance,Jennifer Lopez Natasha Richardson Ralph Fiennes
The Man from Elysian Fields,George Hickenlooper,Drama,Andy García Julianna Margulies Anjelica Huston
The Master of Disguise,Perry Andelin Blake,Comedy,Dana Carvey Brent Spiner Jennifer Esposito
Men in Black II,Barry Sonnenfeld,"Comedy, Science fiction",Will Smith Tommy Lee Jones Lara Flynn Boyle
Minority Report,Steven Spielberg,Science fiction,Tom Cruise Colin Farrell Samantha Morton
Moonlight Mile,Brad Silberling,Romance,Jake Gyllenhaal Dustin Hoffman Susan Sarandon
The Mothman Prophecies,Mark Pellington,Drama,Richard Gere Laura Linney Will Patton
Mr. Deeds,Steven Brill,Comedy,Adam Sandler Winona Ryder John Turturro
Murder by Numbers,Barbet Schroeder,Crime drama,Sandra Bullock Ben Chaplin Ryan Gosling
My Big Fat Greek Wedding,Joel Zwick,Comedy,Nia Vardalos John Corbett Lainie Kazan
Narc,Joe Carnahan,Crime drama,Jason Patric Ray Liotta Chi McBride
National Lampoon's Van Wilder,Walt Becker,Comedy,Ryan Reynolds Tara Reid Tim Matheson
New Best Friend,Zoe Clarke-Williams,Thriller,Mia Kirshner Meredith Monroe Dominique Swain
The New Guy,Ed Decter,Comedy,DJ Qualls Eliza Dushku Zooey Deschanel
Nicholas Nickleby,Douglas McGrath,Drama,Charlie Hunnam Nathan Lane Jim Broadbent
Night at the Golden Eagle,Adam Rifkin,Drama,Vinnie Jones Vinny Argiro Ann Magnuson
On Line,Jed Weintrob,Drama,John Travolta Kate Bosworth Devon Sawa
One Hour Photo,Mark Romanek,Thriller,Robin Williams Connie Nielsen Michael Vartan
Orange County,Jake Kasdan,Comedy,Colin Hanks Jack Black Schuyler Fisk
Paid in Full,Charles Stone III,Crime drama,Wood Harris Cam'ron Mekhi Phifer
Panic Room,David Fincher,Thriller,Jodie Foster Kristen Stewart Forest Whitaker
Path to War,John Frankenheimer,"Drama, Biography",Michael Gambon Donald Sutherland Alec Baldwin
Personal Velocity: Three Portraits,Rebecca Miller,Drama,Kyra Sedgwick Parker Posey Fairuza Balk
Pinocchio,Roberto Benigni,Family,Dickie Jones Cliff Edwards Christian Rub
Poolhall Junkies,Mars Callahan,Thriller,Ricky Schroder Chazz Palminteri Rod Steiger
Possession,Neil LaBute,Drama,Isabelle Adjani Sam Neill Margit Carstensen
The Powerpuff Girls Movie,Craig McCracken,Animation,Cathy Cavadini Tara Strong Elizabeth Daily
Prisoner of Paradise,"Malcolm Clarke, Stuart Sender",Documentary,Ian Holm Robert Lantz Eleonore Hertzberg
Pumpkin,"Anthony Abrams, Adam Larson Broder",Comedy,Christina Ricci Hank Harris Brenda Blethyn
Punch-Drunk Love,Paul Thomas Anderson,"Comedy, Drama",Adam Sandler Emily Watson Philip Seymour Hoffman
Queen of the Damned,Michael Rymer,Horror,Stuart Townsend Aaliyah Marguerite Moreau
The Quiet American,Phillip Noyce,Drama,Michael Caine Brendan Fraser Do Thi Hai Yen
R.S.V.P.,Mark Anthony Galluzzo,Comedy,Rick Otto Jason Mewes Majandra Delfino
Real Women Have Curves,Patricia Cardoso,Comedy,America Ferrera Lupe Ontiveros Ingrid Oliu
Red Dragon,Brett Ratner,Crime drama,Anthony Hopkins Edward Norton Ralph Fiennes
Reign of Fire,Rob Bowman,Adventure,Christian Bale Matthew McConaughey Izabella Scorupco
Return to Never Land,"Robin Budd, Donovan Cook",Animation,Harriet Owen Blayne Weaver Jeff Bennett
The Ring,Gore Verbinski,Horror,Naomi Watts Martin Henderson David Dorfman
Ripley's Game,Liliana Cavani,Thriller,John Malkovich Dougray Scott Ray Winstone
Road to Perdition,Sam Mendes,Crime drama,Tom Hanks Paul Newman Jude Law
Roger Dodger,Dylan Kidd,Comedy,Campbell Scott Jesse Eisenberg Isabella Rossellini
Rollerball,John McTiernan,Science fiction,James Caan John Houseman Maud Adams
The Rookie,John Lee Hancock,Biography,Dennis Quaid Rachel Griffiths Jay Hernandez
The Rules of Attraction,Roger Avary,Comedy,James Van Der Beek Shannyn Sossamon Ian Somerhalder
S1m0ne,Andrew Niccol,Science fiction,Al Pacino Rachel Roberts Catherine Keener
The Salton Sea,D. J. Caruso,Crime drama,Val Kilmer Vincent D'Onofrio Adam Goldberg
The Santa Clause 2,Michael Lembeck,Comedy,Tim Allen Elizabeth Mitchell David Krumholtz
Scooby-Doo,Raja Gosnell,Family,Freddie Prinze Jr. Sarah Michelle Gellar Matthew Lillard
The Scorpion King,Chuck Russell,Action,Dwayne Johnson Kelly Hu Michael Clarke Duncan
The Secret Lives of Dentists,Alan Rudolph,Drama,Campbell Scott Robin Tunney Hope Davis
Secretary,Steven Shainberg,Drama,Maggie Gyllenhaal James Spader Jeremy Davies
Serving Sara,Reginald Hudlin,Romance,Matthew Perry Elizabeth Hurley Vincent Pastore
Showboy,Christian Taylor,Mockumentary,Whoopi Goldberg Erich Miller
Showtime,Tom Dey,Crime comedy,Robert De Niro Eddie Murphy Rene Russo
The Singles Ward,Kurt Hale,Comedy,Will Swenson Connie Young Kirby Heyborne
Signs,M. Night Shyamalan,Science fiction,Mel Gibson Joaquin Phoenix Rory Culkin
Slackers,Dewey Nicks,Comedy,Devon Sawa Jaime King Jason Segel
Snow Dogs,Brian Levant,Family,Cuba Gooding Jr. James Coburn Sisqó
Solaris,Steven Soderbergh,Science fiction,George Clooney Natascha McElhone Viola Davis
Sorority Boys,Wallace Wolodarsky,Comedy,Barry Watson Michael Rosenbaum Harland Williams
